YEAR,STATE,DISTRICT,Rainfall (mm),Total Geographical Area (ha) - Recharge Worthy Area (ha).3,Total Geographical Area (ha) - Hilly Area,Total Geographical Area (ha),Ground Water Recharge (ham) - Rainfall Recharge.3,Ground Water Recharge (ham) - Canals.3,Ground Water Recharge (ham) - Surface Water Irrigation.3,Ground Water Recharge (ham) - Ground Water Irrigation.3,Ground Water Recharge (ham) - Tanks and Ponds.3,Ground Water Recharge (ham) - Water Conservation Structure.3,Ground Water Recharge (ham),Annual Ground water Recharge (ham),Environmental Flows (ham),Annual Extractable Ground water Resource (ham),Ground Water Extraction for all uses (ha.m) - Domestic.3,Ground Water Extraction for all uses (ha.m) - Industrial.3,Ground Water Extraction for all uses (ha.m) - Irrigation.3,Ground Water Extraction for all uses (ha.m),Stage of Ground Water Extraction (%),Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),Net Annual Ground Water Availability for Future Use (ham),In-Storage Unconfined Ground Water Resources(ham) - Fresh,In-Storage Unconfined Ground Water Resources(ham).1 - Saline,Total Ground Water Availability in Unconfined Aquifier (ham) - Fresh,Total Ground Water Availability in Unconfined Aquifier (ham).1 - Saline,Total Ground Water Availability in the area (ham) - Fresh,Total Ground Water Availability in the area (ham).1 - Saline
2025,ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,3015.7,58040,286106,344146,16376.36,0,0,0,151.9,0,16528.26,16528.26,1652.84,14875.42,262.063065,83.24452468,0.804,346.11,2.32672422,269.19,14522.18,0,0,14875.42,0,14875.42,0
2025,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2805.2,38075,156091,194166,11344.64,0,0,0,16.14,0,11360.78,11360.78,1136.09,10224.69,91.4396175,0.945722795,0.253,92.6,0.902520701,90.68,9819.28,0,0,9911.13,313.56,9911.13,313.56
2025,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,3015.7,31524,215321,246845,10777.26,0,0,0,20.46,0,10797.72,10797.72,1079.76,9717.96,322.8561875,13.6100975,10.647,347.12,3.571943083,331.62,9362.07,0,0,9717.96,0,9717.96,0
2025,ANDHRA PRADESH,Alluri Sitharama Raju,1257.832755,639234.676,586107.7108,1225342.387,46193.79,0,3291.54,15.7,68.13,3186.902,52755.61,52755.61,2638.05,50117.56,1579.663242,0,566.4885526,2146.48,4.282890069,2173.35,47784.38,0,0,50117.56,0,50117.56,0
2025,ANDHRA PRADESH,Anakapalli,1182.552833,346480.6599,82764.41,429245.0699,35193.12,2015.7,25957.56,3221.79,2040.24,4455.624,72897.45,72897.45,3645.22,69252.24,4957.87603,489.457,16276.53992,21723.97,31.3693391,8163.16,45060.58,1247986.28,0,1317238.51,0,1317238.51,0
2025,ANDHRA PRADESH,Ananthapuramu,515.0271561,946479.33,97831.67,1044311,42309.44,8479.5,7387.84,8421.19,5491.6,54030.682,126120.02,126120.02,6306.09,119813.93,3466.8,727.292,37624.86743,41819.1,34.90337058,3466.8,78907.83,0,0,119813.93,0,119813.93,0
2025,ANDHRA PRADESH,Annamayya,748.1451404,666066,128462,794528,47530.47,28.89,1028.65,8234,8481.46,24089.376,89392.83,89392.83,4469.87,84922.96,3825.76596,137.748,29286.35835,33249.92,39.15303941,4539.7,51486.28,0,0,84922.96,0,84922.96,0
2025,ANDHRA PRADESH,Bapatla,826.5172888,380118,2767,382885,31662.18,9790.95,51449.49,3570.11,938.61,6858.014,104269.44,104269.44,5213.55,99055.89,2387.043772,63.9416,15511.65154,17962.58,25.7269531,2590.29,51238.99,722005.07,246755.29,791030.51,276785.74,791030.51,276785.74
2025,ANDHRA PRADESH,Chittoor,906.2877831,600450.95,85448.05,685899,53652.39,0,470.84,11207.68,7593.35,10102.546,83026.46,83026.46,4151.47,78874.99,4286.803083,1413.4292,37804.69098,43504.74,55.15657118,6210.52,35646.03,3225230.86,0,3304105.86,0,3304105.86,0
2025,ANDHRA PRADESH,East Godavari,1144.702639,254552.8122,3081.92,257634.7322,28298.83,14267.89,44449.68,7536.35,15610.56,2720.296,112883.33,112883.33,5644.3,107239.03,2315.891384,1312.65006,32622.11063,36250.71,33.80365339,2811.46,71814.87,0,0,107239.03,0,107239.03,0
2025,ANDHRA PRADESH,Eluru,1079.01949,649190.0655,10631.8045,659821.87,67256.55,11520.08,46842.07,9982.06,24132.94,11623.708,171357.23,171357.23,8567.96,162789.28,10194.60031,516.96,37033.91894,47745.28,34.84283993,11872.9,89548.77,4299127.2,767183.4,4436043,793056.85,4436043,793056.85
2025,ANDHRA PRADESH,Guntur,895.1132922,242332.86,2971,245303.86,20889.98,14480.02,26469.13,1895.21,759.85,475.356,64969.58,64969.58,3248.44,61721.14,2588.569564,230.0885,7928.742493,10747.36,21.07709275,3064.74,39592.76,425280.05,368173.38,476056.55,379118.02,476056.55,379118.02
2025,ANDHRA PRADESH,Kakinada,1103.581099,288916.832,13062.686,301979.518,24831.85,18130.33,94013.14,2955.32,2574.81,3335.842,145841.15,145841.15,7292.19,138548.96,2155.763292,4567.8834,15677.27825,22400.93,16.92846903,2249.78,90092.9,0,0,108765.89,29783.07,108765.89,29783.07
2025,ANDHRA PRADESH,Konaseema,1304.925768,207995.2816,100.62,208095.9016,32058.36,33018.53,74379.59,1624.92,433.36,403.996,141918.55,141918.55,7096.11,134822.44,1310.234952,63.968,9392.754213,10767.13,10.51392327,1556.89,91277.44,0,0,102277.33,32545.11,102277.33,32545.11
2025,ANDHRA PRADESH,Krishna,1057.163938,388056,0,388056,53421.64,54419.86,91450.37,8038.38,391.47,9697.366,217419.08,217419.08,10871.15,206547.91,2253.899361,1034.54,45711.832,49000.19,32.01151886,2837.97,101943.32,1050914.16,1220026.3,1202040.29,1275448.11,1202040.29,1275448.11
2025,ANDHRA PRADESH,Kurnool,610.147421,752247,45494,797741,38735.1,8627.64,11772.97,2946.41,1867.86,4122.732,68072.73,68072.73,3403.93,64668.8,5587.150229,71.275,14074.64022,19733.2,30.51425108,6349.1,44552.76,0,0,64668.8,0,64668.8,0
2025,ANDHRA PRADESH,NTR,1032.238213,306318.6,11805.4,318124,22037.42,14397.27,20970.94,6718.75,2297.18,6883.012,73304.69,73304.69,3665.25,69639.44,2439.775667,1218.36,21105.21419,24763.28,35.55927503,2556.72,44937.13,0,0,69639.44,0,69639.44,0
2025,ANDHRA PRADESH,Nandyal,716.0411336,706182,262433,968615,22794.51,1952.85,54188.82,3363.69,14561.85,9514.964,106376.86,106376.86,5319.06,101057.8,505.412,128.4,12158.55758,12791.73,12.65783542,505.86,88266.07,0,0,101057.8,0,101057.8,0
2025,ANDHRA PRADESH,Palnadu,750.8479318,651656.4249,78467.4301,730123.855,28215.45,7365.95,57596.94,8363.63,2566.31,10388.448,114496.59,114496.59,5725,108771.59,4519.762008,65.989,35978.1068,40563.85,37.51878989,4829.7,70415.53,1522219.78,116087.35,1629099.07,117979.64,1629099.07,117979.64
2025,ANDHRA PRADESH,Parvathipuram Manyam,1168.070162,294881.4339,119994.82,414876.2491,33007.44,745.42,18276.6,5075.13,30128.24,6670.252,93903.39,93903.39,4695.22,89208.17,1766.847319,12.96,20727.90565,22507.56,25.23037968,2376.68,67917.17,0,0,89208.17,0,89208.17,0
2025,ANDHRA PRADESH,Prakasam,790.397632,1131229,293771,1425000,66596.23,1109.78,2573.86,4133.33,8227.33,18466.142,101106.65,101106.65,5055.53,96051.12,4870.137173,510.08505,42096.08756,47476.72,50.22479208,5435.87,54724.49,5543722.57,205121.64,5636652.88,208242.44,5636652.88,208242.44
2025,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,1040.045798,995326.321,50358.28571,1045684.607,91789.43,11238.44,58782.76,14710.34,11950.77,1879.72,190351.24,190351.24,9517.9,180833.37,5686.615872,1105.95,37343.82502,44136.85,24.4077329,7939.93,136911.96,1728433.02,0,1909264.44,1.95,1909264.44,1.95
2025,ANDHRA PRADESH,Sri Sathya Sai,589.8408007,763624,105065,868689,43716.42,8667.51,386.33,15461.98,10235.01,46891.586,125358.87,125358.87,6268.15,119090.71,8913.9015,136.845,59350.51822,68401.25,57.43626014,12703.34,56553.72,1988549.27,0,2107639.98,0,2107639.98,0
2025,ANDHRA PRADESH,Srikakulam,1170.325902,448389.4527,10898,459287.4527,38358.01,13951.24,29659.53,7213.51,8347.86,4146.814,101676.99,101676.99,5084.29,96592.7,6920.914512,369.910345,27603.74841,34894.44,36.43431444,9217.02,64615.42,0,0,95773.56,819.14,95773.56,819.14
2025,ANDHRA PRADESH,Tirupati,1065.570698,762531.1779,60409,822940.1779,82407.59,541.42,23611.76,17405.84,24457.87,21724.44,170149.59,170149.59,8507.7,161641.89,3816.60021,1515.39,50351.92709,55683.98,36.41763463,10307.09,97277.57,3670550.18,4429.89,3823454.07,13167.89,3823454.07,13167.89
2025,ANDHRA PRADESH,Visakhapatnam,1140.576964,100167.2539,0,100167.2539,7346.73,0,3526.57,735.85,470.61,992.434,13072.16,13072.16,653.56,12418.6,2494.135718,58.4414,2893.166829,5445.76,43.85164189,4154.71,6032.5,748566.2,0,760984.8,0,760984.8,0
2025,ANDHRA PRADESH,Vizianagaram,1109.882738,401179.0719,11740.65,412919.7219,27133.94,6497.19,26448.72,8378.74,57881.69,17232.532,143572.8,143572.8,7178.84,136393.89,1873.76,115.16,35190.0284,37178.99,27.26806535,1873.76,101465.78,2008522.16,0,2144868.45,47.62,2144868.45,47.62
2025,ANDHRA PRADESH,West Godavari,1117.260068,227837,0,227837,39257.33,5022.73,93183.89,761.06,269.42,542.85,139036.9,139036.9,6952.08,132084.82,1037.626425,153.594,4090.951,5282.13,9.912118686,1194.77,44204.41,0,0,49242.55,82842.27,49242.55,82842.27
2025,ANDHRA PRADESH,Y.S.R Kadapa,685.4224221,880807.992,241810,1122617.992,54916.72,15934.57,5383.07,8427.22,2770.93,20218.114,107650.51,107650.51,5382.61,102267.89,8135.2863,427.768,30227.55905,38790.75,37.93052736,8135.33,64472.82,7656816.4,0,7759084.25,0,7759084.25,0
2025,ARUNACHAL PRADESH,ANJAW,0,0,619000,619000,0,0,0,0,0,0,0,0,0,0,0,0,0,71342.31983,0,0,0,0,0,0,0,0,0
2025,ARUNACHAL PRADESH,CHANGLANG,2222.9,53000,413200,466200,19742.16,0,10336.2,29.16,0,0,30107.52,30107.52,3010.77,27096.75,182.8212785,0,64.8,247.62,0.91383653,225.59,26806.36,0,0,27096.75,0,27096.75,0
2025,ARUNACHAL PRADESH,DIBANG VALLEY,0,0,912900,912900,0,0,0,0,0,0,0,0,0,0,0,0,0,71342.31983,0,0,0,0,0,0,0,0,0
2025,ARUNACHAL PRADESH,EAST KAMENG,2026.3,31250,382150,413400,11144.66,0,6383.14,32.47,0,5.68,17565.95,17565.95,1756.59,15809.36,14.72256335,0,94.1,108.82,0.688326409,23.5,15691.77,0,0,15809.36,0,15809.36,0
2025,ARUNACHAL PRADESH,EAST SIANG,4398.6,110100,250200,360300,70296.68,0,9924.6,40.16,0,5,80266.44,80011.64,8026.64,71985,64.39847205,4.2,110.42,179.02,0.248690699,75.08,71795.3,0,0,71985,0,71985,0
2025,ARUNACHAL PRADESH,KURUNG KUMEY,0,0,604000,604000,0,0,0,0,0,0,0,0,0,0,0,0,0,71342.31983,0,0,0,0,0,0,0,0,0
2025,ARUNACHAL PRADESH,LOHIT,2998.2,200000,321200,521200,105536.64,0,17398.2,15.32,0,0,122950.16,121672,12295.03,109376.97,230.9697005,8.4,34.36,273.72,0.250253778,279.47,109054.75,0,0,109376.97,0,109376.97,0
2025,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,3996.1,120000,270000,390000,77315.63,0,2235.73,74.13,0,0,79625.49,79625.49,7962.55,71662.94,31.62099572,0,216.5,248.13,0.346245912,34.28,71412.15,0,0,71662.94,0,71662.94,0
2025,ARUNACHAL PRADESH,LOWER SUBANSIRI,1444.4,10135,340665,350800,2643.04,0,2591.35,7.05,0,0,5241.44,5009.69,524.15,4485.54,22.94919798,0,16.83,39.79,0.887072682,43.11,4425.59,0,0,4485.54,0,4485.54,0
2025,ARUNACHAL PRADESH,PAPUM PARE,3199.6,17819,328381,346200,9018.4,0,3283.09,5.96,0,0,12307.44,10823.98,1230.75,9593.23,108.0272287,25.29,15.36,148.68,1.549842962,190.73,9361.85,0,0,9593.23,0,9593.23,0
2025,ARUNACHAL PRADESH,TAWANG,0,0,217200,217200,0,0,0,0,0,0,0,0,0,0,0,0,0,71342.31983,0,0,0,0,0,0,0,0,0
2025,ARUNACHAL PRADESH,TIRAP,2907.3,12500,223700,236200,6396.06,0,2269.39,2.47,1.03,0.023,8668.97,8668.97,866.9,7802.07,49.29362048,0,6.25,55.54,0.711862365,56.2,7739.62,0,0,7802.07,0,7802.07,0
2025,ARUNACHAL PRADESH,UPPER SIANG,0,0,659000,659000,0,0,0,0,0,0,0,0,0,0,0,0,0,71342.31983,0,0,0,0,0,0,0,0,0
2025,ARUNACHAL PRADESH,UPPER SUBANSIRI,1735.4,700,702500,703200,213.79,0,2480.05,5.94,0,0,2699.78,2699.78,269.97,2429.81,3.73278565,0.9,16.64,21.28,0.875788642,7.2,2405.06,0,0,2429.81,0,2429.81,0
2025,ARUNACHAL PRADESH,WEST KAMENG,2388.7,6175,736025,742200,2596.03,0,755.58,0.53,0,0.122,3352.26,3352.26,335.22,3017.04,11.52654305,0,1.64,13.15,0.435857662,13.29,3002.13,0,0,3017.04,0,3017.04,0
2025,ARUNACHAL PRADESH,WEST SIANG,2891.9,10459,822041,832500,5323.37,0,874.08,1.65,0,0.5,6199.6,6199.6,619.96,5579.64,2.370355625,1.18,4.46,8.01,0.143557649,2.59,5571.4,0,0,5579.64,0,5579.64,0
2025,ASSAM,BAKSA,3274.6,244873.01,1382.99,246256,125520.63,0,9554.57,970.78,3923.65,0,139969.63,137546.89,12987.4,124559.49,2014.112239,3.16305,2464.02,4481.3,3.597718648,2272.88,119819.42,1800730.98,0,1925290.47,0,1925290.47,0
2025,ASSAM,BARPETA,2051.5,227056.25,1143.75,228200,79511.84,0,379.76,10441.58,4271.3,0,94604.48,90158.68,6018.85,84139.83,4057.503849,18.516708,31337.28,35413.31,42.08863983,5215.49,47568.52,711441.52,0,795581.35,0,795581.35,0
2025,ASSAM,BONGAIGAON,3102.4,99730,9570,109300,46133.36,0,198.6,6462.26,1666.62,0,54460.84,50236.23,5446.09,44790.14,1702.767148,6.7986,14360.544,16070.11,35.87867776,2165.52,28257.28,544470.56,0,589260.7,0,589260.7,0
2025,ASSAM,CACHAR,3311.9,273358,105242,378600,85892.43,0,2609.95,0,2367.11,0,90869.49,51556.55,9086.98,42469.57,1435.966603,0,0,1435.96,3.381150315,1817,40652.58,388148,0,430617.57,0,430617.57,0
2025,ASSAM,CHIRANG,3218.7,191794,506,192300,91989.21,0,261.67,414.54,105.36,0,92770.78,90999.27,9277.11,81722.16,955.5489518,5.58448,1464.48,2425.61,2.968117828,1085.85,79166.25,1423426.74,0,1505148.9,0,1505148.9,0
2025,ASSAM,DARRANG,1951.2,157654,846,158500,47412.57,0,102.47,1757.18,4925.12,0,54197.34,53964.68,4579.99,49384.69,2149.597132,60.148975,22453.2,24662.95,49.9404775,2790,24081.34,1243817.25,0,1293201.94,0,1293201.94,0
2025,ASSAM,DHEMAJI,2859.3,315155.99,8544.01,323700,134479.87,0,16.27,996.37,289.68,0,135782.19,103563.67,13578.21,89985.46,1534.058288,7.071075,2780.568,4321.69,4.802653673,1935.75,85262.07,3659094.54,0,3749080,0,3749080,0
2025,ASSAM,DHUBRI,2752.8,214392.01,3207.99,217600,87359.39,0,563.9,8635,3127.57,0,99685.86,98947.81,9388.1,89559.71,4751.290523,28.2987,22757.76,27537.37,30.74749795,6348.38,60425.27,636624.8,0,726184.51,0,726184.51,0
2025,ASSAM,DIBRUGARH,2649.4,334688,3412,338100,135247.42,0,42.98,688.03,1610.9,0,137589.33,126178.25,13758.93,112419.32,2717.730563,84.33982838,2172.744,4974.8,4.425218014,3109.33,107052.91,3863924.22,0,3976343.54,0,3976343.54,0
2025,ASSAM,DIMA HASAO,2791.8,234300,254500,488800,62795.41,0,0,6.47,28.85,0,62830.73,62830.73,6283.09,56547.64,239.1505116,1.188,43.2,283.52,0.501382551,279.9,56223.37,351450,0,407997.64,0,407997.64,0
2025,ASSAM,GOALPARA,2583.2,171983,10417,182400,68066.14,0,436.88,5165.73,1403.18,0,75071.93,60701.8,7507.2,53194.6,2495.923594,43.68142,14837.85,17377.44,32.66767679,3258.24,35054.84,957346.26,0,1010540.86,0,1010540.86,0
2025,ASSAM,GOLAGHAT,1751.7,348140,2060,350200,105354.07,0,355.59,1095.98,731.06,0,107536.69,105883.64,6700.48,99183.16,2016.669585,121.9144583,3587.22,5725.81,5.772965895,2329.91,93144.12,819742.53,0,918925.69,0,918925.69,0
2025,ASSAM,HAILAKANDI,2838.3,104981,27719,132700,26653.73,0,56.64,0.34,1139.92,0,27850.63,21345.41,2785.07,18560.34,545.2111063,0,0.81,546.03,2.94191809,700.99,17858.54,148581.9,0,167142.24,0,167142.24,0
2025,ASSAM,JORHAT,2265.3,279408,5692,285100,112679.4,0,18254.91,2613.17,740.96,0,134288.44,75121.72,11817.56,63304.16,1399.579003,28.277698,8834.022,10261.89,16.21045126,1553.67,52888.18,1923048.22,0,1986352.38,0,1986352.38,0
2025,ASSAM,KAMRUP,1896.2,263024,47476,310500,81630.9,0,7553.63,4040.89,897.03,0,94122.46,81503.71,7792.12,73711.59,3595.589694,306.5900184,11056.392,14958.56,20.29336228,4388.66,57959.95,1455557.59,0,1529269.18,0,1529269.18,0
2025,ASSAM,KAMRUP (M),1813.4,65912,29545,95457,19560.28,0,144.62,512.33,953.96,0,21171.19,17200.77,1733.1,15467.67,3621.65123,179.112234,1429.758,5230.51,33.81575893,3700.92,10157.89,689574.02,0,705041.69,0,705041.69,0
2025,ASSAM,KARBI ANGLONG,1122.2,656090,387310,1043400,141672.3,0,0,207.23,588.45,0,142467.98,129550.03,12693.72,116856.31,1974.933674,39.3998,578.34,2592.68,2.21869063,2418.9,113819.67,1813210.14,0,1930066.45,0,1930066.45,0
2025,ASSAM,KARIMGANJ,3751,167648,13252,180900,59811.73,0,81.19,22.45,1429.55,0,61344.93,38395.01,6134.49,32260.52,1348.538857,4.193,60.588,1413.34,4.381020517,1743.81,30451.91,241798.69,0,274059.21,0,274059.21,0
2025,ASSAM,KOKRAJHAR,3102.4,327030,2570,329600,161100,0,949.33,3240.77,668.15,0,165958.25,159944.12,15464.76,144479.36,1738.688944,5.4,7729.884,9474.01,6.557344938,1844.12,134899.91,1374530.88,0,1519010.24,0,1519010.24,0
2025,ASSAM,LAKHIMPUR,3270.3,224930,2770,227700,114775.47,0,0,2238,1008.17,0,118021.64,82584.07,11802.16,70781.91,2468.0954,11.57484,5328.666,7808.34,11.03154747,3009.55,62432.11,457346.07,0,528127.98,0,528127.98,0
2025,ASSAM,MORIGAON,1884.8,149066,6034,155100,41942.41,0,693.15,2066.6,952.64,0,45654.8,38971,4565.51,34405.49,2362.003998,14.993178,5565.888,7942.9,23.08614119,3111.33,25713.27,1188492.83,0,1222898.32,0,1222898.32,0
2025,ASSAM,NAGAON,1884.8,377341,19959,397300,115900.82,0,15337.34,14300.32,9254.51,0,154792.99,129070.27,15479.27,113591,1836.006639,102.950341,38379.528,40318.45,35.49440537,2377.22,72731.34,1187134.88,0,1300725.88,0,1300725.88,0
2025,ASSAM,NALBARI,1896.2,103630,1014,104644,30147.92,0,0,3499.55,3988.68,0,37636.15,37636.15,3763.62,33872.53,402.4156756,36.9035,11058.768,11498.11,33.94523527,460.78,22316.05,587457.35,0,621329.88,0,621329.88,0
2025,ASSAM,SIBSAGAR,2412.4,264459,2341,266800,101354.61,0,19.45,1025.61,551.57,0,102951.24,96165.04,8837.67,87327.37,1774.231271,73.53563115,3797.55,5645.31,6.464536834,1972.48,81483.82,1171837.95,0,1259165.32,0,1259165.32,0
2025,ASSAM,SONITPUR,1978.7,513224,7176,520400,169812.61,0,2029.58,3422.4,732.57,0,175997.17,150989.2,15812.98,135176.22,4063.052011,104.1187954,10060.47,14227.64,10.52525363,4854.25,120157.4,5905557.17,0,6040733.39,0,6040733.39,0
2025,ASSAM,TINSUKIA,2322.6,371757,7243,379000,134967.79,0,1784.96,2283.52,1226.55,0,140262.82,128073.71,14026.27,114047.44,2096.663104,68.68270857,8631.144,10796.49,9.466665802,2502.52,102845.1,1847947.36,0,1961994.8,0,1961994.8,0
2025,ASSAM,UDALGURI,1957.8,200169.01,1030.99,201200,65868.9,0,487.61,1482.45,412.62,0,68251.58,52433.32,5634.78,46798.54,1541.75208,62.6773653,4112.64,5717.07,12.21634265,1717.35,40905.88,1502127.53,0,1548926.07,0,1548926.07,0
2025,BIHAR,ARARIA,1632.2,278937,0,278937,79417.84,41376.84,26425.44,6691.86,615.81,2.88,154530.67,154530.67,13348.96,141181.71,10664.25829,117.2286,19443.17983,30224.68,21.40835382,15387.74,106233.56,0,0,141181.71,0,141181.71,0
2025,BIHAR,ARWAL,874.4,63683,0,63683,10224.99,2958.6,4902.91,2398.19,548.77,96.48,21129.94,21129.94,2054.75,19075.19,2580.258365,133.4466,7291.437136,10005.15,52.45111582,3208.5,8441.79,0,0,19075.19,0,19075.19,0
2025,BIHAR,AURANGABAD,974.9,309054,21230,330284,48964.09,31950.08,36974.35,9039.58,3806.57,397.44,131132.11,131132.11,12378.4,118753.71,9451.498705,2682.702,28724.86624,40859.05,34.40654612,12905.42,74440.73,0,0,118753.71,0,118753.71,0
2025,BIHAR,BANKA,974.9,267300,34654,301954,46328.35,2428.39,12417.43,6719.06,1768.13,2737.44,72398.8,72398.8,6935.95,65462.86,7304.525635,104.967894,20652.28322,28061.78,42.86671862,10023.81,34994.37,0,0,65462.86,0,65462.86,0
2025,BIHAR,BEGUSARAI,1090.7,189131,0,189131,46969.99,291.95,877.84,7177.92,962.42,1.44,56281.56,56281.56,5628.2,50653.36,10004.03399,78.4276776,24192.79523,34275.28,67.66635027,13713.84,12668.25,0,0,50653.36,0,50653.36,0
2025,BIHAR,BHAGALPUR,1207.9,260255,0,260255,63767.54,1147.43,3161.11,8588.62,2739.52,384.48,79788.7,79788.7,7676.06,72112.64,7281.732188,1221.093,25260.77301,33763.57,46.820599,9845.7,35785.11,0,0,72112.64,0,72112.64,0
2025,BIHAR,BHOJPUR,1051.5,227530,0,227530,48491.48,12961.29,13682.32,10211.5,3943.35,145.44,89435.37,89435.37,8943.53,80491.84,8961.856534,741.840186,30527.73797,40231.42,49.98198575,11544.45,37677.84,0,0,80491.84,0,80491.84,0
2025,BIHAR,BUXAR,975.4,171006,0,171006,30170.16,10528.77,12199.71,6971.56,4652.52,129.6,64652.31,64652.31,6285.08,58367.22,5412.236352,504.16152,21752.083,27668.49,47.40415939,6971.91,29366.65,0,0,58367.22,0,58367.22,0
2025,BIHAR,DARBHANGA,1123.6,250429,0,250429,60802.45,1981.92,1859.65,9214.74,4207.81,43.2,78109.77,78109.77,7687.59,70422.18,13174.61025,809.472,27035.95576,41020.09,58.24882161,16505.8,26070.92,0,0,70422.18,0,70422.18,0
2025,BIHAR,EAST CHAMPARAN,1197.7,395887,0,395887,93756.65,40998.95,36836.96,18528.43,3537.94,77.76,193736.69,193736.69,17073.51,176663.17,18961.41487,7332.6168,54100.78511,80394.84,45.50741391,27711.45,87998.3,0,0,176663.17,0,176663.17,0
2025,BIHAR,GAYA,1003.9,490978,7608,498586,92900.02,3019.78,9674.53,15984.16,12170.57,931.68,134680.75,134680.75,13075.99,121604.75,15590.33917,2049.69867,49963.75402,67603.76,55.59302577,21371.74,50011.48,0,0,121604.75,0,121604.75,0
2025,BIHAR,GOPALGANJ,1135.5,201913,0,201913,46768.25,23653.86,18181.74,15681.79,1408.2,8.64,105702.48,105702.48,10019.83,95682.65,8663.306025,523.31406,45603.7915,54790.42,57.26264898,10799.63,38755.91,0,0,95682.65,0,95682.65,0
2025,BIHAR,JAMUI,1107.3,255114,54712,309826,34727.26,1715.14,2032.12,4203.02,6653.78,541.44,49872.76,49872.76,4860.39,45012.36,6483.48624,15.04755,12272.73182,18771.27,41.70247905,8817.98,27211.49,0,0,45012.36,0,45012.36,0
2025,BIHAR,JEHANABAD,936.6,93257,0,93257,17900.89,4001.4,3736.52,6965.86,1867.16,125.28,34597.11,34597.11,3449.52,31147.61,3653.871555,5.237496,21888.66758,25547.76,82.02157405,4706.84,5609.31,0,0,31147.61,0,31147.61,0
2025,BIHAR,KAIMUR,1126.3,298040,38166,336206,47975.97,3155.97,16848.58,8627.71,4807.97,408.96,81825.16,81825.16,7171.54,74653.62,5837.18877,62.32761,26802.52398,32702.04,43.80502915,7970.3,39976.13,0,0,74653.62,0,74653.62,0
2025,BIHAR,KATIHAR,1342.7,300991,0,300991,86615.91,13435.44,5854.79,12362.82,1423.67,10.08,119702.71,119702.71,10280.46,109422.24,10577.23696,160.175394,36093.8676,46831.3,42.79870344,14868.9,59289.99,0,0,109422.24,0,109422.24,0
2025,BIHAR,KHAGARIA,1233.9,148572,0,148572,40716.6,0,339.29,6080.24,848.05,1.44,47985.62,47985.62,3827.39,44158.22,6064.374844,18.14376,21693.26764,27775.78,62.90058793,8732.8,13714.01,0,0,44158.22,0,44158.22,0
2025,BIHAR,KISHANGANJ,2090.6,191143,0,191143,62116.22,0,440.95,4884.8,549.1,5.76,67996.83,67996.83,5332.03,62664.8,6113.958342,304.47,15636.7711,22055.2,35.19551646,8839.84,37883.71,0,0,62664.8,0,62664.8,0
2025,BIHAR,LAKHISARAI,1146.8,114494,8280,122774,22975.5,6316.62,6484.33,3039.28,2844.84,1409.76,43070.33,43070.33,4307.06,38763.27,3497.080695,88.02396,8876.764,12461.87,32.14865516,4688.41,25110.06,0,0,38763.27,0,38763.27,0
2025,BIHAR,MADHEPURA,1392.7,178840,0,178840,42681.26,26931.53,28226.63,9985.14,808.55,18.72,108651.83,108651.83,10613.39,98038.44,7573.09373,148.6752,29130.385,36852.18,37.58952101,11053.44,57705.9,0,0,98038.44,0,98038.44,0
2025,BIHAR,MADHUBANI,1293.3,348645,0,348645,87218.02,27340.86,13320.04,12586.36,3022.67,82.08,143570.03,143570.03,12833.23,130736.8,15958.29494,8889.3,35316.62947,60164.21,46.01933809,21619.26,65670.82,0,0,130736.8,0,130736.8,0
2025,BIHAR,MUNGER,1146.8,133142,6408,139550,27140.58,665.38,8948.17,2977.92,850.8,1321.92,41904.77,41904.77,4071.2,37833.57,4533.88984,764.26254,8693.6755,13991.86,36.98265852,5737.7,22637.9,0,0,37833.57,0,37833.57,0
2025,BIHAR,MUZAFFARPUR,1154.5,304277,0,304277,78384.68,15214.21,10670.7,17875.12,1304.82,12.96,123462.49,123462.49,12300.04,111162.45,16434.20752,1417.4736,54619.35917,72471.01,65.19378621,24014.37,34545.39,0,0,111162.45,0,111162.45,0
2025,BIHAR,NALANDA,1002.2,231646,3350,234996,46692.79,1101.49,3034.4,11349.69,6323.99,267.84,68770.2,68770.2,6493.84,62276.36,9446.527332,2040.805392,35639.16735,47126.48,75.67314467,12122.42,12894.89,0,0,62276.36,0,62276.36,0
2025,BIHAR,NAWADA,1041.8,245658,2999,248657,48906.49,1242.56,5765.52,8837.4,5568.67,2773.44,73094.08,73094.08,7132.67,65961.42,6086.825337,85.2669,26674.3928,32846.45,49.79645678,7941.82,31604.47,0,0,65961.42,0,65961.42,0
2025,BIHAR,PATNA,1074.8,320084,0,320084,76334.6,8396.89,6532.48,13474.93,4008.31,50.4,108716.22,108716.22,10767.81,98029.81,17061.83784,1462.63716,41223.39359,59747.83,60.94863389,22579.25,34932.58,0,0,98029.81,0,98029.81,0
